,Manufacturer,Classification,Designation,Primary Data,,,Refractive Indices,,,,,Dispersions,,,,,,Coefficients of Dispersion Formulae,,,,,,,Relative Internal Transmittance (at 10mm Thickness),,,,,,,,,,,Remarks,,,
,manufacturer,classification,glass,nd,vd,ve,nC,nd,ne,nF,ng,nF-nC,nd-nC,ng-nF,"?d,C","?g,F","??g,F",Formula,a1,a2,a3,a4,a5,a6,?0.80,?0.05,800nm,700nm,600nm,550nm,500nm,460nm,400nm,380nm,Std. Deviation,Precision Molding, i-line Capable,High Homogeneity,Other Comments
309,Hoya,Lanthanide,MP-LAC130,1.6935,53.2,52.97,1.6895,1.6935,1.6966,1.7026,1.7097,0.01304,0.004,0.0071,0.3034,0.546779,-0.0059,"Schott, n=2 m=4",2.813412000E+00,-1.80E-01,2.609081558E-01,7.554197345E-02,-2.46E-02,8.774150158E-03,351,293,99.90%,99.90%,99.90%,99.90%,99.90%,99.70%,98.50%,96.30%,1.29%,Suitable,Not Specified,Not Specified,Glass for pressed preforms.
310,Hoya,Lanthanide,MC-LAC130,1.6935,53.2,52.97,1.6895,1.6935,1.6966,1.7026,1.7097,0.01304,0.004,0.0071,0.3034,0.546779,-0.0059,"Schott, n=2 m=4",2.813412000E+00,-1.80E-01,2.609081558E-01,7.554197345E-02,-2.46E-02,8.774150158E-03,349,292,99.90%,99.90%,99.80%,99.90%,99.90%,99.60%,98.70%,96.60%,1.16%,Suitable,Not Specified,Not Specified,Glass for pressed preforms.
837,CDGM,Lanthanide,H-LaF53,1.7433,49.22,48.99,1.7387,1.7433,1.7469,1.7538,1.7622,0.015101,0.00456,0.00832,0.3018,0.551,-0.0109,"Schott, n=2 m=4",2.967651710E+00,-1.09E-02,2.654553090E-02,-5.16E-04,1.244928970E-04,-5.16E-06,370,300,99.50%,99.40%,99.30%,99.30%,99.00%,98.40%,95.60%,91.00%,2.99%,Not Specified,Not Specified,Not Specified,
899,CDGM,Lanthanide,D-LaF53,1.7433,49.33,49.07,1.7388,1.7433,1.7469,1.7538,1.7621,0.015069,0.00454,0.00831,0.3013,0.5516,-0.01,"Schott, n=2 m=4",2.972370850E+00,-1.33E-02,2.356028740E-02,3.192116580E-04,1.704250850E-05,-8.97E-08,370,295,99.70%,99.60%,99.50%,99.50%,99.50%,99.10%,97.30%,94.00%,1.99%,Suitable,Not Specified,Not Specified,
593,Hikari,Lanthanide,J-LAF010,1.7432,49.26,49.02,1.7386,1.7432,1.7468,1.7537,1.7621,0.015088,0.004551,0.008337,0.3016,0.5526,-0.0092,"Sellmeier, n=3",1.131898640E-01,7.016487640E+01,3.862054230E-02,2.544977660E-02,3.580493100E-01,5.157349630E-03,354,303,98.90%,99.20%,99.40%,99.40%,99.40%,99.00%,97.10%,93.90%,1.93%,Not Specified,Not Specified,Not Specified,
147,Ohara,Lanthanide,L-LAM60,1.7432,49.29,49,1.7387,1.7432,1.7468,1.7537,1.7621,0.015077,0.004543,0.008336,0.3013,0.5529,-0.0088,"Sellmeier, n=3",1.475741840E+00,4.961327430E-01,1.237962360E+00,7.369500000E-03,2.518917460E-02,9.803066510E+01,347,308,99.90%,99.90%,99.80%,99.80%,99.70%,99.30%,98.30%,96.50%,1.20%,Suitable,Not Specified,Available,
86,Ohara,Lanthanide,S-LAM60,1.7432,49.3,49.1,1.7387,1.7432,1.7468,1.7537,1.762,0.01507,0.004545,0.008331,0.3017,0.5531,-0.0085,"Sellmeier, n=3",1.606730560E+00,3.664156400E-01,1.317618040E+00,7.750461400E-03,2.899676110E-02,9.307207090E+01,360,331,99.80%,99.70%,99.70%,99.80%,99.70%,99.30%,97.40%,93.70%,2.15%,Not Specified,Not Specified,Available,
642,Hikari,Lanthanide,Q-LAFPH1S,1.7431,49.44,49.19,1.7386,1.7431,1.7467,1.7536,1.7619,0.015031,0.004529,0.008313,0.3013,0.5531,-0.0084,"Sellmeier, n=3",1.071904840E-01,6.965737910E+01,5.527257060E-02,2.229944410E-02,3.413446930E-01,4.663440250E-03,343,298,99.90%,99.90%,99.90%,99.90%,99.90%,99.60%,98.50%,96.70%,1.15%,Suitable,Not Specified,Not Specified,
641,Hikari,Lanthanide,Q-LAF010S,1.743,49.25,49,1.7385,1.743,1.7466,1.7535,1.7619,0.015087,0.004542,0.00835,0.3011,0.5535,-0.0083,"Sellmeier, n=3",1.028893350E-01,7.077172530E+01,3.992621060E-02,2.457087170E-02,3.565471030E-01,5.247370510E-03,347,275,99.90%,99.90%,99.90%,99.80%,99.80%,99.40%,98.20%,96.00%,1.38%,Suitable,Not Specified,Not Specified,
271,Hoya,Lanthanide,TaC2,1.741,52.61,52.38,1.7367,1.741,1.7444,1.7508,1.7585,0.01409,0.00428,0.00767,0.3034,0.544358,-0.0092,"Schott, n=2 m=4",2.971713700E+00,-1.50E-02,2.016286800E-02,9.407228300E-04,-8.86E-05,5.319124200E-06,,,99.80%,99.60%,99.60%,99.60%,99.60%,98.70%,96.50%,92.00%,2.72%,Not Specified,Not Specified,Not Specified,
583,Hikari,Lanthanide,J-LAK011,1.741,52.77,52.53,1.7367,1.741,1.7443,1.7508,1.7585,0.014043,0.004259,0.007684,0.3033,0.5472,-0.0086,"Sellmeier, n=3",1.139521190E-01,6.754783860E+01,7.111103260E-02,1.827458310E-02,3.252584070E-01,4.140145300E-03,346,284,99.10%,99.30%,99.40%,99.40%,99.20%,98.90%,97.50%,95.30%,1.44%,Not Specified,Not Specified,Not Specified,
726,CDGM,Lanthanide,H-LaK61,1.741,52.64,52.41,1.7367,1.741,1.7444,1.7508,1.7585,0.014078,0.00427,0.00769,0.3034,0.5464,-0.0096,"Schott, n=2 m=4",2.968835780E+00,-1.37E-02,2.248068730E-02,1.302270600E-04,3.524783520E-05,-1.35E-06,370,285,99.60%,99.60%,99.50%,99.50%,99.30%,98.90%,97.80%,96.10%,1.24%,Not Specified,Not Specified,Not Specified,
80,Ohara,Lanthanide,S-LAL61,1.741,52.7,52.4,1.7367,1.741,1.7444,1.7508,1.7585,0.01407,0.004272,0.007696,0.3035,0.5467,-0.0096,"Sellmeier, n=3",1.110732920E+00,8.593477730E-01,1.267074330E+00,4.641812480E-03,1.929892610E-02,8.739176980E+01,358,296,99.80%,99.70%,99.70%,99.70%,99.60%,99.10%,97.10%,93.50%,2.22%,Not Specified,Not Specified,Available,
557,Hikari,Titanate,J-SF13,1.7408,27.74,27.52,1.7331,1.7408,1.7471,1.7598,1.776,0.026703,0.007701,0.016257,0.2884,0.6088,0.011,"Sellmeier, n=3",1.125504860E-01,8.079694730E+01,2.330494390E-02,6.131873370E-02,3.663545230E-01,8.638041100E-03,399,367,98.80%,98.80%,98.80%,98.60%,97.60%,96.00%,81.00%,45.00%,18.91%,Not Specified,Not Specified,Not Specified,
196,Hoya,Titanate,E-FD13,1.7408,27.76,27.54,1.7331,1.7408,1.7471,1.7598,1.776,0.02669,0.0077,0.01621,0.2885,0.607344,0.0094,"Schott, n=2 m=4",2.920590600E+00,-1.37E-02,3.256776000E-02,2.872551900E-03,-2.43E-04,2.661451400E-05,396,365,99.80%,99.50%,99.50%,99.50%,98.50%,97.30%,84.50%,48.70%,17.82%,Not Specified,Not Specified,Not Specified,
318,Hoya,Titanate,MP-FD80,1.6889,31.16,30.91,1.6825,1.6889,1.6942,1.7046,1.718,0.02211,0.0064,0.0134,0.29,0.603799,0.0116,"Schott, n=2 m=4",2.761638000E+00,-1.53E-01,3.877824125E-01,7.612631944E-02,-5.89E-02,1.008386998E-02,395,362,99.60%,99.40%,99.40%,99.00%,97.60%,95.70%,83.60%,52.30%,16.46%,Suitable,Not Specified,Not Specified,Glass for pressed preforms.
319,Hoya,Titanate,MC-FD80,1.6889,31.16,30.91,1.6825,1.6889,1.6942,1.7046,1.718,0.02211,0.0064,0.0134,0.29,0.603799,0.0116,"Schott, n=2 m=4",2.761638000E+00,-1.53E-01,3.877824125E-01,7.612631944E-02,-5.89E-02,1.008386998E-02,386,363,99.90%,99.80%,99.70%,99.70%,99.30%,98.60%,93.10%,66.10%,11.71%,Suitable,Not Specified,Not Specified,Glass for pressed preforms.
807,CDGM,Titanate,H-ZF50,1.7408,27.76,27.54,1.7331,1.7408,1.7471,1.7598,1.776,0.026685,0.0077,0.01623,0.2886,0.6082,0.0098,"Schott, n=2 m=4",2.923609460E+00,-1.50E-02,3.002329000E-02,3.861367900E-03,-4.21E-04,3.866126950E-05,410,365,99.70%,99.50%,99.40%,99.30%,98.50%,97.50%,87.90%,54.90%,15.53%,Not Specified,Not Specified,Not Specified,
808,CDGM,Titanate,ZF50,1.7408,27.76,27.55,1.7331,1.7408,1.7471,1.7598,1.7759,0.026681,0.0077,0.0161,0.2886,0.6035,0.005,"Schott, n=2 m=4",2.922808400E+00,-1.30E-02,2.954000700E-02,4.130836500E-03,-4.47E-04,3.713760300E-05,410,365,99.80%,99.70%,99.60%,99.60%,99.20%,98.30%,81.80%,30.00%,24.43%,Not Specified,Not Specified,Not Specified,
57,Ohara,Titanate,S-TIH13,1.7408,27.8,27.6,1.7331,1.7408,1.7471,1.7597,1.776,0.02666,0.00768,0.016248,0.2881,0.6095,0.013,"Sellmeier, n=3",1.622246740E+00,2.938445890E-01,1.992251640E+00,1.183683860E-02,5.902080250E-02,1.719599760E+02,400,368,99.70%,99.30%,99.30%,99.30%,98.40%,97.00%,80.00%,38.00%,21.60%,Not Specified,Not Specified,Available,
787,CDGM,Titanate,H-ZF5,1.74,28.3,28.07,1.7325,1.74,1.7462,1.7586,1.7745,0.026152,0.00755,0.01592,0.2887,0.6087,0.0112,"Schott, n=2 m=4",2.913583870E+00,-1.06E-02,3.663492350E-02,1.346430080E-03,-3.47E-05,1.591709200E-05,410,360,99.70%,99.60%,99.30%,99.30%,98.70%,97.60%,87.50%,58.20%,14.45%,Not Specified,Not Specified,Not Specified,
788,CDGM,Titanate,ZF5,1.74,28.24,28.03,1.7324,1.74,1.7462,1.7586,1.7744,0.0262,0.00757,0.01576,0.2889,0.6015,0.0039,"Schott, n=2 m=4",2.916043200E+00,-1.04E-02,3.390787200E-02,2.272880200E-03,-1.36E-04,1.652759200E-05,410,350,99.80%,99.80%,99.80%,99.80%,99.70%,99.40%,91.40%,74.00%,9.15%,Not Specified,Not Specified,Not Specified,
52,Ohara,Titanate,S-TIH 3,1.74,28.3,28.1,1.7325,1.74,1.7462,1.7586,1.7745,0.02616,0.007545,0.015897,0.2885,0.6079,0.0122,"Sellmeier, n=3",1.647976480E+00,2.672619170E-01,2.197728450E+00,1.219176930E-02,5.978930390E-02,1.921583400E+02,395,367,99.90%,99.40%,99.40%,99.40%,98.60%,97.50%,85.00%,51.00%,17.01%,Not Specified,Not Specified,Available,
509,Hikari,Niobate,J-KZFH9,1.738,32.26,32.04,1.7313,1.738,1.7434,1.7542,1.7677,0.022876,0.006691,0.013488,0.2925,0.5896,-0.0006,"Sellmeier, n=3",1.474801630E-01,9.146595130E+01,2.740820060E-02,5.005901650E-02,3.630736540E-01,7.347879520E-03,358,330,99.90%,99.90%,99.80%,99.80%,99.30%,98.80%,96.20%,92.60%,2.61%,Not Specified,Not Specified,Not Specified,
125,Ohara,Niobate,S-NBH53V,1.738,32.3,32.1,1.7313,1.738,1.7434,1.7542,1.7676,0.02283,0.006678,0.013469,0.2925,0.59,0.0008,"Sellmeier, n=3",1.654441410E+00,2.674539270E-01,2.145303470E+00,1.124855330E-02,5.202727400E-02,1.673661000E+02,361,331,99.90%,99.80%,99.80%,99.70%,99.50%,99.10%,96.80%,92.70%,2.52%,Not Specified,Not Specified,Available,
901,CDGM,Lanthanide,D-LaF82L,1.7349,48.77,48.54,1.7303,1.7349,1.7384,1.7454,1.7537,0.015068,0.00455,0.00832,0.302,0.5523,-0.0104,"Schott, n=2 m=4",2.938402200E+00,-1.10E-02,2.689509100E-02,-7.44E-04,1.629473700E-04,-7.32E-06,370,300,99.70%,99.70%,99.60%,99.60%,99.30%,98.80%,97.60%,95.60%,1.45%,Suitable,Not Specified,Available,
272,Hoya,Lanthanide,TaC4,1.734,51.05,50.82,1.7297,1.734,1.7374,1.744,1.7519,0.01437,0.00435,0.00791,0.3026,0.550452,-0.0064,"Schott, n=2 m=4",2.942564500E+00,-1.33E-02,2.355922300E-02,-1.64E-04,9.237075900E-05,-4.86E-06,,,99.90%,99.90%,99.90%,99.90%,99.90%,99.60%,98.60%,96.80%,1.11%,Not Specified,Not Specified,Not Specified,
582,Hikari,Lanthanide,J-LAK09,1.734,51.51,51.28,1.7297,1.734,1.7374,1.7439,1.7517,0.01425,0.00432,0.007809,0.3032,0.548,-0.0099,"Sellmeier, n=3",1.147200560E-01,6.627259470E+01,3.418460700E-02,2.449308620E-02,3.591535910E-01,5.171256110E-03,346,283,98.70%,99.30%,99.60%,99.60%,99.50%,99.40%,98.30%,96.10%,1.19%,Not Specified,Not Specified,Not Specified,
724,CDGM,Lanthanide,H-LaK54,1.734,51.49,51.25,1.7297,1.734,1.7374,1.7439,1.7518,0.014256,0.00432,0.00783,0.3026,0.5489,-0.0091,"Schott, n=2 m=4",2.941759460E+00,-1.27E-02,2.438395180E-02,-4.90E-04,1.387904870E-04,-7.39E-06,365,275,99.60%,99.50%,99.40%,99.40%,99.20%,98.70%,96.90%,93.80%,2.03%,Not Specified,Not Specified,Not Specified,
79,Ohara,Lanthanide,S-LAL59,1.734,51.5,51.2,1.7297,1.734,1.7374,1.7439,1.7518,0.01426,0.004318,0.007824,0.3028,0.5486,-0.0096,"Sellmeier, n=3",1.139627420E+00,8.052278380E-01,1.294880610E+00,4.932948620E-03,2.024799600E-02,9.347465070E+01,347,283,99.90%,99.80%,99.80%,99.90%,99.80%,99.50%,98.20%,95.90%,1.41%,Not Specified,Not Specified,Available,
508,Hikari,Niobate,J-KZFH7,1.7321,46.18,45.93,1.7274,1.7321,1.7359,1.7432,1.7521,0.015852,0.004752,0.008842,0.2998,0.5578,-0.0091,"Sellmeier, n=3",1.346796290E-01,9.525714800E+01,5.856536770E-02,2.353069680E-02,3.328920410E-01,4.880222390E-03,335,290,99.90%,99.60%,99.20%,99.10%,98.90%,98.50%,97.40%,96.30%,1.20%,Not Specified,Not Specified,Not Specified,
359,Hoya,Lanthanide,M-LAF81,1.7308,40.5,40.25,1.7254,1.7308,1.7351,1.7435,1.7538,0.01804,0.00536,0.01031,0.2969,0.571508,-0.004,"Schott, n=2 m=4",2.916788600E+00,-1.68E-01,3.610100755E-01,1.194005730E-01,1.163927210E-02,6.670455960E-03,395,334,99.90%,99.90%,99.80%,99.70%,99.30%,98.00%,91.40%,82.60%,6.25%,Suitable,Not Specified,Not Specified,
148,Ohara,Lanthanide,L-LAM69,1.7308,40.51,40.25,1.7254,1.7308,1.7351,1.7435,1.7538,0.01804,0.005354,0.010333,0.2968,0.5728,-0.0031,"Sellmeier, n=3",1.740389600E+00,1.769969170E-01,1.767754130E+00,1.033988700E-02,4.848227650E-02,1.366719960E+02,379,340,99.80%,99.60%,99.40%,99.50%,98.90%,97.40%,91.00%,81.00%,6.67%,Suitable,Not Specified,Available,
900,CDGM,Lanthanide,D-LaF79,1.7308,40.51,40.25,1.7254,1.7308,1.7351,1.7435,1.7538,0.01804,0.00535,0.01033,0.2966,0.5726,-0.0041,"Schott, n=2 m=4",2.921670900E+00,-1.64E-02,2.456477700E-02,1.063015200E-03,-3.32E-05,4.289984900E-06,395,340,99.80%,99.80%,99.50%,99.40%,99.00%,98.00%,93.50%,86.40%,4.74%,Suitable,Not Specified,Not Specified,
235,Hoya,Niobate,NbFD32,1.7304,32.23,32.01,1.7238,1.7304,1.7357,1.7464,1.7598,0.02266,0.00662,0.01337,0.2922,0.590026,-0.0004,"Schott, n=2 m=4",2.898934900E+00,-1.33E-02,3.016348100E-02,1.625788600E-03,-7.70E-05,1.014323600E-05,365,341,99.80%,99.70%,99.70%,99.70%,99.30%,98.90%,96.60%,92.20%,2.66%,Not Specified,Not Specified,Not Specified,
73,Ohara,Lanthanide,S-LAL19,1.7292,54.1,53.9,1.7251,1.7292,1.7324,1.7385,1.7459,0.01348,0.004099,0.007344,0.3041,0.5448,-0.0092,"Sellmeier, n=3",9.739975770E-01,9.581863220E-01,1.201633590E+00,3.793326780E-03,1.775745810E-02,8.379896000E+01,327,,99.90%,99.90%,99.90%,99.90%,99.90%,99.70%,99.00%,98.00%,0.69%,Not Specified,Not Specified,Available,
577,Hikari,Lanthanide,J-LAK18,1.7292,54.61,54.39,1.7251,1.7292,1.7323,1.7384,1.7457,0.013352,0.004063,0.007267,0.3043,0.5443,-0.0085,"Sellmeier, n=3",1.182934100E-01,6.700821810E+01,7.733354590E-02,1.694181260E-02,3.144972320E-01,3.893982540E-03,343,288,99.00%,99.40%,99.50%,99.60%,99.50%,99.30%,98.10%,96.20%,1.17%,Not Specified,Not Specified,Not Specified,
178,Hoya,Lanthanide,TaC8,1.7292,54.67,54.45,1.7251,1.7292,1.7323,1.7384,1.7457,0.01334,0.00406,0.00727,0.3043,0.544978,-0.0046,"Schott, n=2 m=4",2.932417800E+00,-1.46E-02,2.112163600E-02,4.824014400E-05,4.966947500E-05,-2.49E-06,332,270,99.90%,99.90%,99.90%,99.90%,99.80%,99.70%,98.90%,97.30%,0.92%,Not Specified,Not Specified,Not Specified,
721,CDGM,Lanthanide,H-LaK52,1.7292,54.68,54.45,1.7251,1.7292,1.7323,1.7384,1.7457,0.013334,0.00406,0.00726,0.304,0.5445,-0.0081,"Schott, n=2 m=4",2.927992790E+00,-1.22E-02,2.392168130E-02,-7.31E-04,1.470713090E-04,-6.92E-06,365,275,99.80%,99.70%,99.50%,99.50%,99.40%,99.10%,97.70%,96.60%,1.15%,Not Specified,Not Specified,Not Specified,
72,Ohara,Lanthanide,S-LAL18,1.7292,54.7,54.4,1.7251,1.7292,1.7323,1.7384,1.7457,0.01334,0.004056,0.00726,0.3042,0.5444,-0.0086,"Sellmeier, n=3",1.502763180E+00,4.302244970E-01,1.347260600E+00,1.454623560E-02,-3.33E-03,9.335083420E+01,343,281,99.80%,99.80%,99.80%,99.90%,99.80%,99.60%,98.40%,96.70%,1.13%,Not Specified,Not Specified,Available,
315,Hoya,Lanthanide,M-TAC80,1.729,54.04,53.81,1.7249,1.729,1.7323,1.7384,1.7458,0.01349,0.00409,0.00734,0.3035,0.544107,-0.0064,"Schott, n=2 m=4",2.935194800E+00,-2.19E-01,2.489125371E-01,5.021606860E-02,-5.90E-02,1.163063563E-02,352,285,99.80%,99.90%,99.90%,99.90%,99.90%,99.50%,97.90%,95.00%,1.75%,Suitable,Not Specified,Not Specified,
194,Hoya,Titanate,E-FD10L,1.7283,28.32,28.1,1.7208,1.7283,1.7343,1.7465,1.7621,0.02571,0.00743,0.01558,0.2889,0.60599,0.0085,"Schott, n=2 m=4",2.881518000E+00,-1.32E-02,3.145559000E-02,2.685166600E-03,-2.26E-04,2.469326800E-05,395,365,99.80%,99.50%,99.60%,99.40%,98.50%,97.30%,85.30%,49.70%,17.44%,Not Specified,Not Specified,Available,
195,Hoya,Titanate,E-FD10,1.7283,28.32,28.1,1.7208,1.7283,1.7343,1.7465,1.7621,0.02571,0.00743,0.01558,0.2889,0.60599,0.0085,"Schott, n=2 m=4",2.881518000E+00,-1.32E-02,3.145559000E-02,2.685166600E-03,-2.26E-04,2.469326800E-05,395,365,99.80%,99.50%,99.60%,99.40%,98.50%,97.30%,85.30%,49.70%,17.44%,Not Specified,Not Specified,Not Specified,
555,Hikari,Titanate,J-SF10,1.7283,28.38,28.15,1.7208,1.7283,1.7343,1.7465,1.7621,0.025662,0.007412,0.015574,0.2888,0.6069,0.0101,"Sellmeier, n=3",1.057506150E-01,7.653921880E+01,2.215675150E-02,6.125191870E-02,3.627007440E-01,8.594694600E-03,395,366,98.90%,99.10%,99.00%,99.00%,98.10%,96.90%,85.00%,51.00%,16.81%,Not Specified,Not Specified,Not Specified,
55,Ohara,Titanate,S-TIH10,1.7283,28.5,28.2,1.7209,1.7283,1.7343,1.7465,1.762,0.02559,0.007385,0.015549,0.2886,0.6077,0.0123,"Sellmeier, n=3",1.615493920E+00,2.624332390E-01,2.094261890E+00,1.198308970E-02,5.965102400E-02,1.816575540E+02,399,369,99.80%,99.50%,99.50%,99.40%,98.70%,97.50%,81.00%,41.00%,20.62%,Not Specified,Not Specified,Available,
65,Ohara,Lanthanide,S-LAL 7Q,1.6516,58.5,58.4,1.6482,1.6516,1.6543,1.6593,1.6653,0.01113,0.0034,0.006,0.3062,0.539,-0.0078,"Sellmeier, n=3",9.052771430E-01,7.779556840E-01,1.181372860E+00,1.556065070E-02,2.847186260E-03,8.807379000E+01,351,294,99.80%,99.70%,99.70%,99.80%,99.80%,99.50%,98.30%,96.00%,1.34%,Not Specified,Not Specified,Available,Environmental resistance improved type.
784,CDGM,Titanate,H-ZF4A,1.7283,28.32,28.09,1.7208,1.7283,1.7343,1.7465,1.7622,0.025716,0.007422,0.015639,0.2886,0.6081,0.0107,"Sellmeier, n=3",1.672380930E+00,1.336538510E-02,1.341344370E+00,1.224640220E+02,2.043054710E-01,6.411923250E-02,410,370,99.70%,99.60%,99.30%,99.30%,98.50%,97.60%,87.30%,57.40%,14.71%,Not Specified,Not Specified,Not Specified,
786,CDGM,Titanate,ZF4,1.7283,28.32,28.1,1.7208,1.7283,1.7343,1.7465,1.7621,0.025716,0.00743,0.01553,0.289,0.6038,0.0064,"Schott, n=2 m=4",2.892348980E+00,-1.79E-02,2.300947220E-02,5.639061720E-03,-6.98E-04,5.252899790E-05,405,345,99.80%,99.70%,99.60%,99.50%,99.10%,97.90%,90.40%,80.00%,7.11%,Not Specified,Not Specified,Not Specified,
221,Hoya,Silicate,BaFD8,1.7234,38,37.72,1.7178,1.7234,1.7279,1.7369,1.7479,0.01904,0.00561,0.01108,0.2944,0.581933,0.0021,"Schott, n=2 m=4",2.886323600E+00,-9.80E-03,2.765425600E-02,8.900636700E-04,-3.63E-05,7.618106200E-06,395,358,99.90%,99.90%,99.80%,99.80%,99.40%,98.40%,85.40%,57.30%,15.06%,Not Specified,Not Specified,Not Specified,
34,Ohara,Silicate,S-BAH28,1.7234,38,37.7,1.7178,1.7234,1.7279,1.7369,1.748,0.01906,0.005604,0.011124,0.294,0.5836,0.0035,"Sellmeier, n=3",1.694934840E+00,1.928902980E-01,1.563859480E+00,1.027231900E-02,5.211876400E-02,1.378180350E+02,395,360,99.80%,99.50%,99.50%,99.40%,98.70%,97.50%,85.00%,58.00%,14.68%,Not Specified,Not Specified,Available,
521,Hikari,Silicate,J-BASF8,1.7234,38.03,37.75,1.7178,1.7234,1.7279,1.7368,1.7479,0.019022,0.005593,0.011089,0.294,0.583,0.0024,"Sellmeier, n=3",1.047734330E-01,7.927019520E+01,1.390073020E-02,5.650582140E-02,3.722509710E-01,7.250559660E-03,385,355,99.00%,99.20%,99.20%,99.20%,98.70%,97.80%,90.40%,73.00%,9.21%,Not Specified,Not Specified,Not Specified,
773,CDGM,Silicate,H-ZBaF21,1.7234,37.99,37.71,1.7178,1.7234,1.7279,1.7369,1.748,0.019041,0.005597,0.011116,0.2939,0.5838,0.0028,"Sellmeier, n=3",1.714474830E+00,1.066954010E-02,1.729196410E-01,5.362574880E-02,1.375866640E+00,1.276876230E+02,400,350,99.70%,99.60%,99.40%,99.40%,98.80%,97.90%,92.60%,79.10%,7.15%,Not Specified,Not Specified,Not Specified,
59,Ohara,Titanate,S-TIH18,1.7215,29.2,29,1.7144,1.7215,1.7273,1.7391,1.754,0.02468,0.007136,0.014941,0.2891,0.6053,0.0111,"Sellmeier, n=3",1.599216080E+00,2.595321640E-01,2.124545430E+00,1.164693040E-02,5.848248830E-02,1.869277790E+02,393,366,99.80%,99.50%,99.50%,99.50%,98.80%,97.90%,87.00%,54.00%,15.94%,Not Specified,Not Specified,Available,
122,Ohara,Niobate,S-NBH 8,1.7205,34.7,34.5,1.7144,1.7205,1.7254,1.7351,1.7472,0.02075,0.006102,0.012111,0.294,0.5834,-0.0019,"Sellmeier, n=3",1.613441360E+00,2.572958880E-01,1.983644550E+00,1.063867520E-02,4.870716240E-02,1.597844040E+02,371,331,99.90%,99.70%,99.70%,99.60%,98.90%,97.90%,93.60%,86.00%,4.88%,Not Specified,Not Specified,Available,
877,CDGM,Niobate,H-TF8,1.7205,34.76,34.52,1.7144,1.7205,1.7254,1.7351,1.7472,0.020728,0.00609,0.01212,0.2938,0.5847,-0.0018,"Schott, n=2 m=4",2.871143590E+00,-1.25E-02,2.942425480E-02,8.833109490E-04,7.406624870E-06,4.585933380E-06,400,335,99.80%,99.70%,99.60%,99.50%,98.50%,97.50%,92.20%,84.00%,5.60%,Not Specified,Not Specified,Not Specified,
87,Ohara,Lanthanide,S-LAM61,1.72,46,45.7,1.7153,1.72,1.7237,1.731,1.7398,0.01564,0.004672,0.008815,0.2986,0.5635,-0.0035,"Sellmeier, n=3",1.738833300E+00,1.509374300E-01,1.121184450E+00,9.802441050E-03,4.331796850E-02,1.012146250E+02,375,341,99.80%,99.60%,99.60%,99.70%,99.30%,98.50%,94.30%,86.00%,4.85%,Not Specified,Not Specified,Available,
589,Hikari,Lanthanide,J-LAF02,1.72,43.61,43.33,1.7151,1.72,1.7239,1.7316,1.741,0.01651,0.004906,0.009382,0.2972,0.5683,-0.0029,"Sellmeier, n=3",1.058234870E-01,8.480478430E+01,1.473514720E-02,4.557842410E-02,3.711855010E-01,6.601965460E-03,369,342,99.40%,99.40%,99.50%,99.60%,99.30%,98.80%,96.50%,90.60%,3.12%,Not Specified,Not Specified,Not Specified,
262,Hoya,Lanthanide,LaC10,1.72,50.35,50.11,1.7157,1.72,1.7234,1.73,1.7379,0.0143,0.00432,0.00787,0.302,0.55035,-0.0074,"Schott, n=2 m=4",2.895199800E+00,-1.17E-02,2.212648500E-02,3.849479100E-04,-7.98E-06,1.503511600E-06,,,99.90%,99.60%,99.60%,99.60%,99.60%,99.40%,98.50%,97.00%,0.96%,Not Specified,Not Specified,Not Specified,
714,CDGM,Lanthanide,H-LaK8A,1.72,50.34,50.1,1.7157,1.72,1.7234,1.73,1.7379,0.014302,0.00432,0.00791,0.302,0.5529,-0.0071,"Schott, n=2 m=4",2.896973060E+00,-1.44E-02,2.222804320E-02,1.050672820E-04,5.169891240E-05,-1.90E-06,370,315,99.40%,99.40%,99.30%,99.20%,98.90%,98.10%,95.40%,91.20%,2.92%,Not Specified,Not Specified,Not Specified,
715,CDGM,Lanthanide,H-LaK8B,1.72,50.28,50.02,1.7157,1.72,1.7234,1.73,1.7379,0.01432,0.004314,0.007923,0.3013,0.5533,-0.0068,"Sellmeier, n=3",1.553511210E+00,7.930412490E-03,3.422437540E-01,2.801745910E-02,1.070119740E+00,9.025908580E+01,370,305,99.80%,99.80%,99.80%,99.80%,99.70%,99.30%,97.50%,94.80%,1.80%,Not Specified,Not Specified,Not Specified,
840,CDGM,Lanthanide,H-LaF62,1.72,43.68,43.39,1.7151,1.72,1.7239,1.7316,1.741,0.016483,0.00489,0.00936,0.2967,0.5679,-0.0034,"Schott, n=2 m=4",2.889292390E+00,-1.18E-02,2.208396110E-02,1.328965570E-03,-9.98E-05,6.898932700E-06,390,340,99.60%,99.60%,99.60%,99.50%,99.30%,98.80%,95.80%,89.70%,3.49%,Not Specified,Not Specified,Not Specified,
68,Ohara,Lanthanide,S-LAL10,1.72,50.2,50,1.7157,1.72,1.7234,1.73,1.7379,0.01433,0.004325,0.007914,0.3017,0.5521,-0.0081,"Sellmeier, n=3",1.528125750E+00,3.679652670E-01,1.117517840E+00,7.768176440E-03,2.720265480E-02,8.886974000E+01,357,309,99.80%,99.70%,99.70%,99.80%,99.60%,99.10%,97.20%,93.70%,2.16%,Not Specified,Not Specified,Available,
